bookmarked_at,BookmarkedAt,post_url,PostUrl,post_title,PostTitle
"January 29, 2021 at 01:53PM","January 29, 2021 at 01:53PM",https://blog.jupyter.org/dashboarding-with-jupyterlab-3-789fcb1a5857?source=ifttt--------------2,https://blog.jupyter.org/dashboarding-with-jupyterlab-3-789fcb1a5857?source=ifttt--------------2,Dashboarding with JupyterLab 3,Dashboarding with JupyterLab 3
"January 29, 2021 at 01:57PM","January 29, 2021 at 01:57PM",https://medium.com/javascript-in-plain-english/5-extremely-useful-apis-for-your-next-projects-43647920a3e4?source=ifttt--------------2,https://medium.com/javascript-in-plain-english/5-extremely-useful-apis-for-your-next-projects-43647920a3e4?source=ifttt--------------2,5 Extremely Useful APIs for Your Next Projects,5 Extremely Useful APIs for Your Next Projects
"January 29, 2021 at 01:58PM","January 29, 2021 at 01:58PM",https://medium.com/python-in-plain-english/the-most-detailed-selenium-webdriver-tutorial-with-python-18d27dbd95fb?source=ifttt--------------2,https://medium.com/python-in-plain-english/the-most-detailed-selenium-webdriver-tutorial-with-python-18d27dbd95fb?source=ifttt--------------2,The Most Detailed Selenium WebDriver Tutorial With Python,The Most Detailed Selenium WebDriver Tutorial With Python
"January 29, 2021 at 01:59PM","January 29, 2021 at 01:59PM",https://medium.com/better-programming/a-python-package-developers-cheat-sheet-3efb9e9454c7?source=ifttt--------------2,https://medium.com/better-programming/a-python-package-developers-cheat-sheet-3efb9e9454c7?source=ifttt--------------2,A Python Package Developer's Cheat Sheet,A Python Package Developer's Cheat Sheet
"January 29, 2021 at 01:59PM","January 29, 2021 at 01:59PM",https://medium.com/python-in-plain-english/pythons-amazing-functools-module-3c4602f09b15?source=ifttt--------------2,https://medium.com/python-in-plain-english/pythons-amazing-functools-module-3c4602f09b15?source=ifttt--------------2,Python's amazing functools module,Python's amazing functools module
"February 4, 2021 at 04:23PM","February 4, 2021 at 04:23PM",https://towardsdatascience.com/40-examples-to-master-pandas-c69d058f434e?source=ifttt--------------2,https://towardsdatascience.com/40-examples-to-master-pandas-c69d058f434e?source=ifttt--------------2,40 Examples to Master Pandas,40 Examples to Master Pandas
"February 7, 2021 at 06:14PM","February 7, 2021 at 06:14PM",https://uxplanet.org/8-skills-not-related-to-ux-that-will-make-you-a-better-ux-designer-c284094d3d6?source=ifttt--------------2,https://uxplanet.org/8-skills-not-related-to-ux-that-will-make-you-a-better-ux-designer-c284094d3d6?source=ifttt--------------2,8 Skills not related to UX that will make You a better UX designer,8 Skills not related to UX that will make You a better UX designer
"February 7, 2021 at 07:13PM","February 7, 2021 at 07:13PM",https://uxplanet.org/6-visual-design-fundamentals-that-ux-designers-should-consider-1fc2a950102e?source=ifttt--------------2,https://uxplanet.org/6-visual-design-fundamentals-that-ux-designers-should-consider-1fc2a950102e?source=ifttt--------------2,6 visual design fundamentals that UX designers should consider,6 visual design fundamentals that UX designers should consider
"February 8, 2021 at 07:44AM","February 8, 2021 at 07:44AM",https://uxdesign.cc/best-practices-for-form-design-ff5de6ca8e5f?source=ifttt--------------2,https://uxdesign.cc/best-practices-for-form-design-ff5de6ca8e5f?source=ifttt--------------2,Best practices for form design,Best practices for form design
"February 8, 2021 at 11:32PM","February 8, 2021 at 11:32PM",https://medium.com/whispering-data/the-end-of-etl-as-we-know-it-92166c19084c?source=ifttt--------------2,https://medium.com/whispering-data/the-end-of-etl-as-we-know-it-92166c19084c?source=ifttt--------------2,The End of ETL As We Know It,The End of ETL As We Know It
"February 11, 2021 at 09:09PM","February 11, 2021 at 09:09PM",https://towardsdatascience.com/real-time-dashboard-in-python-970e3c32b3d7?source=ifttt--------------2,https://towardsdatascience.com/real-time-dashboard-in-python-970e3c32b3d7?source=ifttt--------------2,Real-time dashboard in Python,Real-time dashboard in Python
"February 11, 2021 at 09:18PM","February 11, 2021 at 09:18PM",https://uxdesign.cc/designing-smarter-data-tables-8cb15b5371a8?source=ifttt--------------2,https://uxdesign.cc/designing-smarter-data-tables-8cb15b5371a8?source=ifttt--------------2,Designing smarter data tables,Designing smarter data tables
"February 12, 2021 at 02:49PM","February 12, 2021 at 02:49PM",https://towardsdatascience.com/the-future-of-data-integration-7694ebacfe92?source=ifttt--------------2,https://towardsdatascience.com/the-future-of-data-integration-7694ebacfe92?source=ifttt--------------2,The future of data integration,The future of data integration
"February 12, 2021 at 06:07PM","February 12, 2021 at 06:07PM",https://uxdesign.cc/the-two-design-skills-that-will-matter-in-2021-555fd2018c70?source=ifttt--------------2,https://uxdesign.cc/the-two-design-skills-that-will-matter-in-2021-555fd2018c70?source=ifttt--------------2,The two design skills that will matter in 2021,The two design skills that will matter in 2021
"February 12, 2021 at 06:23PM","February 12, 2021 at 06:23PM",https://medium.com/design-bootcamp/designers-please-stop-presenting-your-work-with-rounded-corners-ab29d762b069?source=ifttt--------------2,https://medium.com/design-bootcamp/designers-please-stop-presenting-your-work-with-rounded-corners-ab29d762b069?source=ifttt--------------2,"Designers, please stop presenting your work with rounded corners","Designers, please stop presenting your work with rounded corners"
"February 13, 2021 at 09:57AM","February 13, 2021 at 09:57AM",https://uxdesign.cc/data-table-for-enterprise-ux-cb48fb9fdf1e?source=ifttt--------------2,https://uxdesign.cc/data-table-for-enterprise-ux-cb48fb9fdf1e?source=ifttt--------------2,Designing better data tables for enterprise UX,Designing better data tables for enterprise UX
"February 15, 2021 at 08:16AM","February 15, 2021 at 08:16AM",https://uxdesign.cc/a-guide-to-minimalist-design-36da72d52431?source=ifttt--------------2,https://uxdesign.cc/a-guide-to-minimalist-design-36da72d52431?source=ifttt--------------2,A guide to minimalist design,A guide to minimalist design
"February 15, 2021 at 04:42PM","February 15, 2021 at 04:42PM",https://uxdesign.cc/a-comprehensive-list-of-ux-design-methods-deliverables-2021-2feb3e70e168?source=ifttt--------------2,https://uxdesign.cc/a-comprehensive-list-of-ux-design-methods-deliverables-2021-2feb3e70e168?source=ifttt--------------2,A comprehensive list of UX design methods & deliverables (2021),A comprehensive list of UX design methods & deliverables (2021)
"February 15, 2021 at 04:52PM","February 15, 2021 at 04:52PM",https://medium.com/design-bootcamp/color-psychology-in-ux-b371fde795d3?source=ifttt--------------2,https://medium.com/design-bootcamp/color-psychology-in-ux-b371fde795d3?source=ifttt--------------2,Color psychology in UX,Color psychology in UX
"February 15, 2021 at 10:34PM","February 15, 2021 at 10:34PM",https://uxdesign.cc/ui-cheat-sheet-dropdown-field-a30025c0f432?source=ifttt--------------2,https://uxdesign.cc/ui-cheat-sheet-dropdown-field-a30025c0f432?source=ifttt--------------2,UI cheat sheet: dropdown field,UI cheat sheet: dropdown field
"February 16, 2021 at 12:28AM","February 16, 2021 at 12:28AM",https://uxdesign.cc/i-disguised-as-an-instagram-ux-influencer-for-4-months-this-is-what-i-learned-about-our-community-4a4b4e8844b?source=ifttt--------------2,https://uxdesign.cc/i-disguised-as-an-instagram-ux-influencer-for-4-months-this-is-what-i-learned-about-our-community-4a4b4e8844b?source=ifttt--------------2,I disguised as an Instagram UX influencer for 4 months; this is what I learned about our community,I disguised as an Instagram UX influencer for 4 months; this is what I learned about our community
"February 16, 2021 at 12:41AM","February 16, 2021 at 12:41AM",https://uxdesign.cc/theres-no-i-in-ux-c19830801549?source=ifttt--------------2,https://uxdesign.cc/theres-no-i-in-ux-c19830801549?source=ifttt--------------2,"There's no ""I"" in UX","There's no ""I"" in UX"
"February 16, 2021 at 12:50AM","February 16, 2021 at 12:50AM",https://uxdesign.cc/say-goodbye-to-pixels-cb720fbaf250?source=ifttt--------------2,https://uxdesign.cc/say-goodbye-to-pixels-cb720fbaf250?source=ifttt--------------2,It's time we say goodbye to pixel units,It's time we say goodbye to pixel units
"February 16, 2021 at 06:21AM","February 16, 2021 at 06:21AM",https://medium.com/spatial-data-science/create-interactive-dashboards-with-panel-python-9ac13c84b227?source=ifttt--------------2,https://medium.com/spatial-data-science/create-interactive-dashboards-with-panel-python-9ac13c84b227?source=ifttt--------------2,Create Interactive Dashboards with Panel & Python,Create Interactive Dashboards with Panel & Python
"February 16, 2021 at 09:05AM","February 16, 2021 at 09:05AM",https://uxdesign.cc/analysing-your-data-9b456b513795?source=ifttt--------------2,https://uxdesign.cc/analysing-your-data-9b456b513795?source=ifttt--------------2,UX Research: Analysing your data,UX Research: Analysing your data
"February 16, 2021 at 09:07AM","February 16, 2021 at 09:07AM",https://uxdesign.cc/design-psychology-and-the-neuroscience-of-awesome-ux-971ba8df878e?source=ifttt--------------2,https://uxdesign.cc/design-psychology-and-the-neuroscience-of-awesome-ux-971ba8df878e?source=ifttt--------------2,Design psychology and the neuroscience behind awesome UX,Design psychology and the neuroscience behind awesome UX
"February 16, 2021 at 09:33AM","February 16, 2021 at 09:33AM",https://uxdesign.cc/ui-ux-micro-tips-volume-one-e67788c537db?source=ifttt--------------2,https://uxdesign.cc/ui-ux-micro-tips-volume-one-e67788c537db?source=ifttt--------------2,UI & UX micro-tips: Volume one,UI & UX micro-tips: Volume one
"February 16, 2021 at 09:40AM","February 16, 2021 at 09:40AM",https://uxplanet.org/better-design-with-ux-rules-and-psychological-research-you-need-to-know-df4c9d8dd2b5?source=ifttt--------------2,https://uxplanet.org/better-design-with-ux-rules-and-psychological-research-you-need-to-know-df4c9d8dd2b5?source=ifttt--------------2,"Better Design with UX Rules, and Psychological Research You Need to Know","Better Design with UX Rules, and Psychological Research You Need to Know"
"February 16, 2021 at 09:50AM","February 16, 2021 at 09:50AM",https://towardsdatascience.com/my-top-10-most-fascinating-data-visualizations-from-2020-22a91b23e981?source=ifttt--------------2,https://towardsdatascience.com/my-top-10-most-fascinating-data-visualizations-from-2020-22a91b23e981?source=ifttt--------------2,Ten of the Best Data Visualizations Created In 2020,Ten of the Best Data Visualizations Created In 2020
"February 16, 2021 at 11:10PM","February 16, 2021 at 11:10PM",https://uxdesign.cc/6-visual-design-principles-that-ux-designers-should-be-aware-of-f609f9293703?source=ifttt--------------2,https://uxdesign.cc/6-visual-design-principles-that-ux-designers-should-be-aware-of-f609f9293703?source=ifttt--------------2,6 visual design principles that UX designers should be aware of,6 visual design principles that UX designers should be aware of
"February 16, 2021 at 11:13PM","February 16, 2021 at 11:13PM",https://medium.com/nightingale/how-to-apply-gestalt-psychology-principles-in-data-visualization-6242f4f1a3de?source=ifttt--------------2,https://medium.com/nightingale/how-to-apply-gestalt-psychology-principles-in-data-visualization-6242f4f1a3de?source=ifttt--------------2,How To Apply Gestalt Psychology Principles in Data Visualization,How To Apply Gestalt Psychology Principles in Data Visualization
"February 16, 2021 at 11:35PM","February 16, 2021 at 11:35PM",https://towardsdatascience.com/knowing-these-5-hcis-principles-will-make-your-data-visualization-look-amazing-efbf22f05ab8?source=ifttt--------------2,https://towardsdatascience.com/knowing-these-5-hcis-principles-will-make-your-data-visualization-look-amazing-efbf22f05ab8?source=ifttt--------------2,Knowing These 5 HCI's Principles Will Make Your Data Visualization Look Amazing,Knowing These 5 HCI's Principles Will Make Your Data Visualization Look Amazing
"February 17, 2021 at 01:50PM","February 17, 2021 at 01:50PM",https://uxdesign.cc/five-simple-design-patterns-to-improve-your-website-208aa5aab8ce?source=ifttt--------------2,https://uxdesign.cc/five-simple-design-patterns-to-improve-your-website-208aa5aab8ce?source=ifttt--------------2,Five simple design patterns to improve your website,Five simple design patterns to improve your website
"February 17, 2021 at 01:50PM","February 17, 2021 at 01:50PM",https://medium.com/spatial-data-science/the-best-tools-for-dashboarding-in-python-b22975cb4b83?source=ifttt--------------2,https://medium.com/spatial-data-science/the-best-tools-for-dashboarding-in-python-b22975cb4b83?source=ifttt--------------2,The best tools for Dashboarding in Python,The best tools for Dashboarding in Python
"February 17, 2021 at 01:50PM","February 17, 2021 at 01:50PM",https://towardsdatascience.com/data-visualisation-3-secret-tips-on-python-to-make-interactive-graphs-and-impress-your-boss-233a4914efa2?source=ifttt--------------2,https://towardsdatascience.com/data-visualisation-3-secret-tips-on-python-to-make-interactive-graphs-and-impress-your-boss-233a4914efa2?source=ifttt--------------2,Data visualisation: 3 secret tips on Python to make interactive graphs and impress your boss.,Data visualisation: 3 secret tips on Python to make interactive graphs and impress your boss.
"February 17, 2021 at 01:51PM","February 17, 2021 at 01:51PM",https://medium.com/@benbendc/a-tire-tracks-diagram-for-e75be51b9bda?source=ifttt--------------2,https://medium.com/@benbendc/a-tire-tracks-diagram-for-e75be51b9bda?source=ifttt--------------2,The Growth of HCI and User Interface/Experience Design:,The Growth of HCI and User Interface/Experience Design:
"February 17, 2021 at 01:51PM","February 17, 2021 at 01:51PM",https://medium.com/@benbendc/the-paradigm-birth-of-hci-and-user-experience-design-starting-a-discipline-and-launching-an-c3929e5a3efe?source=ifttt--------------2,https://medium.com/@benbendc/the-paradigm-birth-of-hci-and-user-experience-design-starting-a-discipline-and-launching-an-c3929e5a3efe?source=ifttt--------------2,The Paradigm Birth of HCI and User Experience Design:,The Paradigm Birth of HCI and User Experience Design:
