bookmarked_at,BookmarkedAt,post_url,PostUrl,post_title,PostTitle
"July 14, 2020 at 12:26AM","July 14, 2020 at 12:26AM",https://medium.com/better-programming/make-a-slideshow-with-automatic-and-manual-controls-using-html-css-and-javascript-b7e9305168f9?source=ifttt--------------2,https://medium.com/better-programming/make-a-slideshow-with-automatic-and-manual-controls-using-html-css-and-javascript-b7e9305168f9?source=ifttt--------------2,How To Build a Carousel With Automatic and Manual Controls,How To Build a Carousel With Automatic and Manual Controls
"July 15, 2020 at 12:49AM","July 15, 2020 at 12:49AM",https://medium.com/backticks-tildes/the-s-o-l-i-d-principles-in-pictures-b34ce2f1e898?source=ifttt--------------2,https://medium.com/backticks-tildes/the-s-o-l-i-d-principles-in-pictures-b34ce2f1e898?source=ifttt--------------2,The S.O.L.I.D Principles in Pictures,The S.O.L.I.D Principles in Pictures
"July 15, 2020 at 12:49AM","July 15, 2020 at 12:49AM",https://medium.com/nightingale/how-to-create-brand-colors-for-data-visualization-style-guidelines-dbd69c586dd9?source=ifttt--------------2,https://medium.com/nightingale/how-to-create-brand-colors-for-data-visualization-style-guidelines-dbd69c586dd9?source=ifttt--------------2,How to Create Brand Colors for Data Visualization Style Guidelines,How to Create Brand Colors for Data Visualization Style Guidelines
"July 15, 2020 at 12:52AM","July 15, 2020 at 12:52AM",https://towardsdatascience.com/3-awesome-visualization-techniques-for-every-dataset-9737eecacbe8?source=ifttt--------------2,https://towardsdatascience.com/3-awesome-visualization-techniques-for-every-dataset-9737eecacbe8?source=ifttt--------------2,3 Awesome Visualization Techniques for every dataset,3 Awesome Visualization Techniques for every dataset
"July 15, 2020 at 10:19PM","July 15, 2020 at 10:19PM",https://medium.com/better-programming/how-to-deploy-your-first-deno-app-998b50089fd6?source=ifttt--------------2,https://medium.com/better-programming/how-to-deploy-your-first-deno-app-998b50089fd6?source=ifttt--------------2,How to Deploy Your First Deno App,How to Deploy Your First Deno App
"July 15, 2020 at 10:20PM","July 15, 2020 at 10:20PM",https://medium.com/swlh/developing-with-deno-rest-api-911cfc772c7f?source=ifttt--------------2,https://medium.com/swlh/developing-with-deno-rest-api-911cfc772c7f?source=ifttt--------------2,Developing with Deno: Rest API,Developing with Deno: Rest API
"July 15, 2020 at 10:36PM","July 15, 2020 at 10:36PM",https://medium.com/better-programming/how-to-replace-your-python-for-loops-with-map-filter-and-reduce-c1b5fa96f43a?source=ifttt--------------2,https://medium.com/better-programming/how-to-replace-your-python-for-loops-with-map-filter-and-reduce-c1b5fa96f43a?source=ifttt--------------2,"How To Replace Your Python For Loops with Map, Filter, and Reduce","How To Replace Your Python For Loops with Map, Filter, and Reduce"
"July 22, 2020 at 11:11PM","July 22, 2020 at 11:11PM",https://medium.com/better-programming/amazing-developer-tools-that-you-might-not-be-using-1ec7f57d17d5?source=ifttt--------------2,https://medium.com/better-programming/amazing-developer-tools-that-you-might-not-be-using-1ec7f57d17d5?source=ifttt--------------2,Amazing Developer Tools That You Might Not Be Using,Amazing Developer Tools That You Might Not Be Using
"July 29, 2020 at 11:55PM","July 29, 2020 at 11:55PM",https://medium.com/better-marketing/how-to-become-a-passive-income-badass-9ee40d3cbc33?source=ifttt--------------2,https://medium.com/better-marketing/how-to-become-a-passive-income-badass-9ee40d3cbc33?source=ifttt--------------2,How To Become a Passive Income Badass,How To Become a Passive Income Badass
"August 1, 2020 at 12:59AM","August 1, 2020 at 12:59AM",https://towardsdatascience.com/top-6-python-libraries-for-visualization-which-one-to-use-fe43381cd658?source=ifttt--------------2,https://towardsdatascience.com/top-6-python-libraries-for-visualization-which-one-to-use-fe43381cd658?source=ifttt--------------2,Top 6 Python Libraries for Visualization: Which one to Use?,Top 6 Python Libraries for Visualization: Which one to Use?
"August 1, 2020 at 01:00AM","August 1, 2020 at 01:00AM",https://medium.com/analytics-vidhya/automating-your-daily-tasks-with-python-ccce4aa8fd7a?source=ifttt--------------2,https://medium.com/analytics-vidhya/automating-your-daily-tasks-with-python-ccce4aa8fd7a?source=ifttt--------------2,Automating your daily tasks with Python,Automating your daily tasks with Python
"August 3, 2020 at 01:52AM","August 3, 2020 at 01:52AM",https://medium.com/better-programming/context-managers-in-python-go-beyond-with-open-as-file-85a27e392114?source=ifttt--------------2,https://medium.com/better-programming/context-managers-in-python-go-beyond-with-open-as-file-85a27e392114?source=ifttt--------------2,"Context Managers in Python -- Go Beyond ""with open() as file""","Context Managers in Python -- Go Beyond ""with open() as file"""
"August 5, 2020 at 11:27PM","August 5, 2020 at 11:27PM",https://medium.com/swlh/5-mistakes-every-self-taught-programmer-should-avoid-2cd47a14d0d9?source=ifttt--------------2,https://medium.com/swlh/5-mistakes-every-self-taught-programmer-should-avoid-2cd47a14d0d9?source=ifttt--------------2,5 Mistakes Every Self-taught Programmer Should Avoid.,5 Mistakes Every Self-taught Programmer Should Avoid.
"August 5, 2020 at 11:40PM","August 5, 2020 at 11:40PM",https://medium.com/@zitko/structuring-a-vue-project-authentication-87032e5bfe16?source=ifttt--------------2,https://medium.com/@zitko/structuring-a-vue-project-authentication-87032e5bfe16?source=ifttt--------------2,Structuring a Vue project -- Authentication,Structuring a Vue project -- Authentication
"August 6, 2020 at 04:41AM","August 6, 2020 at 04:41AM",https://medium.com/swlh/the-must-know-clean-code-principles-1371a14a2e75?source=ifttt--------------2,https://medium.com/swlh/the-must-know-clean-code-principles-1371a14a2e75?source=ifttt--------------2,The Must-Know Clean Code Principles,The Must-Know Clean Code Principles
"August 6, 2020 at 04:49AM","August 6, 2020 at 04:49AM",https://blog.bitsrc.io/requests-in-vuejs-fetch-api-and-axios-a-comparison-a0c13f241888?source=ifttt--------------2,https://blog.bitsrc.io/requests-in-vuejs-fetch-api-and-axios-a-comparison-a0c13f241888?source=ifttt--------------2,Requests in VueJS: Fetch API and Axios -- A Comparison,Requests in VueJS: Fetch API and Axios -- A Comparison
"August 6, 2020 at 05:48AM","August 6, 2020 at 05:48AM",https://medium.com/better-programming/how-to-use-for-loops-better-in-python-1dfbc3d9e91f?source=ifttt--------------2,https://medium.com/better-programming/how-to-use-for-loops-better-in-python-1dfbc3d9e91f?source=ifttt--------------2,How To Use For Loops Better in Python,How To Use For Loops Better in Python
"August 6, 2020 at 06:15AM","August 6, 2020 at 06:15AM",https://medium.com/swlh/developing-a-microservice-to-handle-over-30k-requests-per-second-at-ifood-3e2d7b822b0e?source=ifttt--------------2,https://medium.com/swlh/developing-a-microservice-to-handle-over-30k-requests-per-second-at-ifood-3e2d7b822b0e?source=ifttt--------------2,Developing a Microservice to Handle Over 30k Requests Per Second at Ifood,Developing a Microservice to Handle Over 30k Requests Per Second at Ifood
"August 6, 2020 at 10:30PM","August 6, 2020 at 10:30PM",https://towardsdatascience.com/why-developers-are-falling-in-love-with-functional-programming-13514df4048e?source=ifttt--------------2,https://towardsdatascience.com/why-developers-are-falling-in-love-with-functional-programming-13514df4048e?source=ifttt--------------2,Why developers are falling in love with functional programming,Why developers are falling in love with functional programming
"August 6, 2020 at 10:42PM","August 6, 2020 at 10:42PM",https://blog.webf.zone/vue-js-forms-components-and-considerations-d81b3ffe9efb?source=ifttt--------------2,https://blog.webf.zone/vue-js-forms-components-and-considerations-d81b3ffe9efb?source=ifttt--------------2,"Vue.js -- Forms, components and considerations","Vue.js -- Forms, components and considerations"
"August 6, 2020 at 10:44PM","August 6, 2020 at 10:44PM",https://medium.com/@bluntjackson/adding-vue-js-to-an-existing-project-ed2d040f870b?source=ifttt--------------2,https://medium.com/@bluntjackson/adding-vue-js-to-an-existing-project-ed2d040f870b?source=ifttt--------------2,Adding Vue.js to an Existing Project,Adding Vue.js to an Existing Project
"August 7, 2020 at 07:02AM","August 7, 2020 at 07:02AM",https://medium.com/@bluntjackson/truly-understanding-javascript-promises-await-and-async-f3f51e283554?source=ifttt--------------2,https://medium.com/@bluntjackson/truly-understanding-javascript-promises-await-and-async-f3f51e283554?source=ifttt--------------2,"Truly Understanding Javascript Promises, Await, and Async","Truly Understanding Javascript Promises, Await, and Async"
"August 9, 2020 at 01:56AM","August 9, 2020 at 01:56AM",https://towardsdatascience.com/build-a-stunning-readme-for-your-github-profile-9b80434fe5d7?source=ifttt--------------2,https://towardsdatascience.com/build-a-stunning-readme-for-your-github-profile-9b80434fe5d7?source=ifttt--------------2,Build a Stunning README For Your GitHub Profile,Build a Stunning README For Your GitHub Profile
"August 10, 2020 at 12:46AM","August 10, 2020 at 12:46AM",https://levelup.gitconnected.com/how-to-use-mixins-in-vuejs-a40cc3fb4428?source=ifttt--------------2,https://levelup.gitconnected.com/how-to-use-mixins-in-vuejs-a40cc3fb4428?source=ifttt--------------2,How to Manage Mixins in VueJS,How to Manage Mixins in VueJS
"August 14, 2020 at 12:41AM","August 14, 2020 at 12:41AM",https://medium.com/swlh/automate-your-reporting-with-python-and-vue-js-15ef130fff8?source=ifttt--------------2,https://medium.com/swlh/automate-your-reporting-with-python-and-vue-js-15ef130fff8?source=ifttt--------------2,Automate Your Reporting Process With Python and Vue.js,Automate Your Reporting Process With Python and Vue.js
"August 14, 2020 at 12:42AM","August 14, 2020 at 12:42AM",https://medium.com/js-dojo/vue-js-manage-your-modal-window-s-effortlessly-using-eventbus-518977195eed?source=ifttt--------------2,https://medium.com/js-dojo/vue-js-manage-your-modal-window-s-effortlessly-using-eventbus-518977195eed?source=ifttt--------------2,Vue.js -- Manage your Modal window(s) effortlessly using EventBus,Vue.js -- Manage your Modal window(s) effortlessly using EventBus
"August 14, 2020 at 12:57AM","August 14, 2020 at 12:57AM",https://medium.com/javascript-in-plain-english/30-funny-code-comments-that-will-make-you-laugh-1c1b54d4ab00?source=ifttt--------------2,https://medium.com/javascript-in-plain-english/30-funny-code-comments-that-will-make-you-laugh-1c1b54d4ab00?source=ifttt--------------2,32 funny Code Comments that people actually wrote,32 funny Code Comments that people actually wrote
"August 14, 2020 at 12:57AM","August 14, 2020 at 12:57AM",https://towardsdatascience.com/how-to-make-your-python-code-more-functional-b82dad274707?source=ifttt--------------2,https://towardsdatascience.com/how-to-make-your-python-code-more-functional-b82dad274707?source=ifttt--------------2,How to make your Python code more functional,How to make your Python code more functional
"August 23, 2020 at 02:52AM","August 23, 2020 at 02:52AM",https://medium.com/wronmbertech/create-html-user-interface-for-python-using-eel-library-bab101cc0f99?source=ifttt--------------2,https://medium.com/wronmbertech/create-html-user-interface-for-python-using-eel-library-bab101cc0f99?source=ifttt--------------2,Create HTML  User Interface for Python using Eel Library,Create HTML  User Interface for Python using Eel Library
"August 23, 2020 at 02:57AM","August 23, 2020 at 02:57AM",https://levelup.gitconnected.com/how-to-make-money-with-code-e6bd6c698fe4?source=ifttt--------------2,https://levelup.gitconnected.com/how-to-make-money-with-code-e6bd6c698fe4?source=ifttt--------------2,How To Make Money With Code,How To Make Money With Code
"August 23, 2020 at 03:02AM","August 23, 2020 at 03:02AM",https://towardsdatascience.com/all-the-things-you-can-do-with-github-api-and-python-f01790fca131?source=ifttt--------------2,https://towardsdatascience.com/all-the-things-you-can-do-with-github-api-and-python-f01790fca131?source=ifttt--------------2,All the Things You Can Do With GitHub API and Python,All the Things You Can Do With GitHub API and Python
"August 30, 2020 at 11:16PM","August 30, 2020 at 11:16PM",https://levelup.gitconnected.com/6-programming-jokes-that-will-make-you-lol-131b8cae4dc5?source=ifttt--------------2,https://levelup.gitconnected.com/6-programming-jokes-that-will-make-you-lol-131b8cae4dc5?source=ifttt--------------2,6 Programming Jokes That Will Make You LOL,6 Programming Jokes That Will Make You LOL
"August 30, 2020 at 11:28PM","August 30, 2020 at 11:28PM",https://medium.com/better-programming/migrate-from-flask-to-fastapi-smoothly-cc4c6c255397?source=ifttt--------------2,https://medium.com/better-programming/migrate-from-flask-to-fastapi-smoothly-cc4c6c255397?source=ifttt--------------2,Migrate From Flask to FastAPI Smoothly,Migrate From Flask to FastAPI Smoothly
"September 11, 2020 at 07:58PM","September 11, 2020 at 07:58PM",https://medium.com/swlh/7-simple-vuejs-tips-you-can-use-to-become-a-better-developer-dd423db07881?source=ifttt--------------2,https://medium.com/swlh/7-simple-vuejs-tips-you-can-use-to-become-a-better-developer-dd423db07881?source=ifttt--------------2,7 Simple VueJS Tips You Can Use to Become a Better Developer,7 Simple VueJS Tips You Can Use to Become a Better Developer
"September 12, 2020 at 06:19AM","September 12, 2020 at 06:19AM",https://towardsdatascience.com/10-cool-python-project-ideas-for-python-developers-7953047e203?source=ifttt--------------2,https://towardsdatascience.com/10-cool-python-project-ideas-for-python-developers-7953047e203?source=ifttt--------------2,10 Cool Python Project Ideas for Python Developers,10 Cool Python Project Ideas for Python Developers
"September 12, 2020 at 06:34AM","September 12, 2020 at 06:34AM",https://towardsdatascience.com/how-to-write-etl-operations-in-python-baffbceeadf4?source=ifttt--------------2,https://towardsdatascience.com/how-to-write-etl-operations-in-python-baffbceeadf4?source=ifttt--------------2,How to write ETL operations in Python,How to write ETL operations in Python
"September 12, 2020 at 10:05PM","September 12, 2020 at 10:05PM",https://medium.com/python-in-plain-english/mechanicalsoup-library-for-automating-interaction-with-websites-a10b765fba48?source=ifttt--------------2,https://medium.com/python-in-plain-english/mechanicalsoup-library-for-automating-interaction-with-websites-a10b765fba48?source=ifttt--------------2,Automate website interactions with Python and Mechanical Soup,Automate website interactions with Python and Mechanical Soup
"September 16, 2020 at 01:15AM","September 16, 2020 at 01:15AM",https://medium.com/nightingale/when-data-visualization-and-art-collide-with-the-humble-org-chart-647a2df46c5c?source=ifttt--------------2,https://medium.com/nightingale/when-data-visualization-and-art-collide-with-the-humble-org-chart-647a2df46c5c?source=ifttt--------------2,When Data visualization and Art Collide With the Humble Org Chart,When Data visualization and Art Collide With the Humble Org Chart
"September 20, 2020 at 06:38PM","September 20, 2020 at 06:38PM",https://medium.com/better-programming/the-top-10-file-handling-techniques-in-python-cf2330a16e7?source=ifttt--------------2,https://medium.com/better-programming/the-top-10-file-handling-techniques-in-python-cf2330a16e7?source=ifttt--------------2,The Top 10 File Handling Techniques in Python,The Top 10 File Handling Techniques in Python
"September 22, 2020 at 11:18PM","September 22, 2020 at 11:18PM",https://medium.com/better-programming/3-reasons-to-switch-to-fastapi-f9c788d017e5?source=ifttt--------------2,https://medium.com/better-programming/3-reasons-to-switch-to-fastapi-f9c788d017e5?source=ifttt--------------2,3 Reasons to Switch to FastAPI,3 Reasons to Switch to FastAPI
"September 22, 2020 at 11:37PM","September 22, 2020 at 11:37PM",https://towardsdatascience.com/10-crazy-cool-project-ideas-for-python-developers-d7efeb0a345?source=ifttt--------------2,https://towardsdatascience.com/10-crazy-cool-project-ideas-for-python-developers-d7efeb0a345?source=ifttt--------------2,10 Crazy Cool Project Ideas for Python Developers,10 Crazy Cool Project Ideas for Python Developers
"September 22, 2020 at 11:44PM","September 22, 2020 at 11:44PM",https://medium.com/@juan.carvalho82/simple-bot-whatsapp-python-3-selenium-4e5bae30ed9a?source=ifttt--------------2,https://medium.com/@juan.carvalho82/simple-bot-whatsapp-python-3-selenium-4e5bae30ed9a?source=ifttt--------------2,Simple bot whatsapp (Python 3 + Selenium),Simple bot whatsapp (Python 3 + Selenium)
"September 22, 2020 at 11:51PM","September 22, 2020 at 11:51PM",https://medium.com/analytics-vidhya/simple-whatsapp-automation-using-python3-and-selenium-77dad606284b?source=ifttt--------------2,https://medium.com/analytics-vidhya/simple-whatsapp-automation-using-python3-and-selenium-77dad606284b?source=ifttt--------------2,Simple Whatsapp Automation Using Python3 and Selenium,Simple Whatsapp Automation Using Python3 and Selenium
"October 8, 2020 at 07:14AM","October 8, 2020 at 07:14AM",https://towardsdatascience.com/create-beautiful-architecture-diagrams-with-python-7792a1485f97?source=ifttt--------------2,https://towardsdatascience.com/create-beautiful-architecture-diagrams-with-python-7792a1485f97?source=ifttt--------------2,Create Beautiful Architecture Diagrams with Python,Create Beautiful Architecture Diagrams with Python
"October 11, 2020 at 09:15PM","October 11, 2020 at 09:15PM",https://uxdesign.cc/how-visualizing-my-agile-backlog-improved-productivity-f032dfeed3dd?source=ifttt--------------2,https://uxdesign.cc/how-visualizing-my-agile-backlog-improved-productivity-f032dfeed3dd?source=ifttt--------------2,How visualizing my Agile backlog improved productivity,How visualizing my Agile backlog improved productivity
"October 12, 2020 at 05:11PM","October 12, 2020 at 05:11PM",https://levelup.gitconnected.com/4-useful-advanced-features-in-fastapi-f08e4db59637?source=ifttt--------------2,https://levelup.gitconnected.com/4-useful-advanced-features-in-fastapi-f08e4db59637?source=ifttt--------------2,4 Useful Advanced Features in FastAPI,4 Useful Advanced Features in FastAPI
"October 13, 2020 at 08:52AM","October 13, 2020 at 08:52AM",https://towardsdatascience.com/how-to-spot-a-data-charlatan-85785c991433?source=ifttt--------------2,https://towardsdatascience.com/how-to-spot-a-data-charlatan-85785c991433?source=ifttt--------------2,How to spot a data charlatan,How to spot a data charlatan
"October 22, 2020 at 06:20PM","October 22, 2020 at 06:20PM",https://towardsdatascience.com/how-to-make-a-twitter-bot-for-free-6bca8298f1ef?source=ifttt--------------2,https://towardsdatascience.com/how-to-make-a-twitter-bot-for-free-6bca8298f1ef?source=ifttt--------------2,How To Make A Twitter Bot For Free,How To Make A Twitter Bot For Free
"October 22, 2020 at 06:53PM","October 22, 2020 at 06:53PM",https://medium.com/dev-genius/python-error-handling-8bed3f5b5769?source=ifttt--------------2,https://medium.com/dev-genius/python-error-handling-8bed3f5b5769?source=ifttt--------------2,Python Error Handling,Python Error Handling
"October 27, 2020 at 08:47PM","October 27, 2020 at 08:47PM",https://medium.com/python-in-plain-english/how-to-use-selenium-to-automate-everything-in-the-browser-c18a28750125?source=ifttt--------------2,https://medium.com/python-in-plain-english/how-to-use-selenium-to-automate-everything-in-the-browser-c18a28750125?source=ifttt--------------2,How to use Selenium to automate everything in the browser,How to use Selenium to automate everything in the browser
"October 27, 2020 at 08:50PM","October 27, 2020 at 08:50PM",https://towardsdatascience.com/have-you-tried-pylance-for-vs-code-if-not-heres-why-you-should-a8a7b5adc5f2?source=ifttt--------------2,https://towardsdatascience.com/have-you-tried-pylance-for-vs-code-if-not-heres-why-you-should-a8a7b5adc5f2?source=ifttt--------------2,"Have you tried Pylance for VS Code? If not, here's why you should.","Have you tried Pylance for VS Code? If not, here's why you should."
"October 27, 2020 at 08:54PM","October 27, 2020 at 08:54PM",https://levelup.gitconnected.com/how-i-used-python-and-selenium-to-get-a-lifetime-supply-of-garlic-pizza-sticks-94abb66b71e1?source=ifttt--------------2,https://levelup.gitconnected.com/how-i-used-python-and-selenium-to-get-a-lifetime-supply-of-garlic-pizza-sticks-94abb66b71e1?source=ifttt--------------2,How I Used Python and Selenium To Get a Lifetime Supply of Garlic Pizza Sticks,How I Used Python and Selenium To Get a Lifetime Supply of Garlic Pizza Sticks
"November 6, 2020 at 06:26AM","November 6, 2020 at 06:26AM",https://medium.com/@k.giguz/getting-started-with-azure-python-functions-abd4d88706f7?source=ifttt--------------2,https://medium.com/@k.giguz/getting-started-with-azure-python-functions-abd4d88706f7?source=ifttt--------------2,Getting started with Azure Python functions,Getting started with Azure Python functions
"November 6, 2020 at 06:52AM","November 6, 2020 at 06:52AM",https://medium.com/swlh/azure-functions-using-python-with-selenium-4162f4bad396?source=ifttt--------------2,https://medium.com/swlh/azure-functions-using-python-with-selenium-4162f4bad396?source=ifttt--------------2,Azure Functions: using Python with Selenium,Azure Functions: using Python with Selenium
"November 9, 2020 at 11:22PM","November 9, 2020 at 11:22PM",https://levelup.gitconnected.com/15-hilarious-jokes-by-the-programmers-for-the-programmers-5be2e480f7fb?source=ifttt--------------2,https://levelup.gitconnected.com/15-hilarious-jokes-by-the-programmers-for-the-programmers-5be2e480f7fb?source=ifttt--------------2,15 Hilarious Jokes by the Programmers for the Programmers,15 Hilarious Jokes by the Programmers for the Programmers
"November 22, 2020 at 10:06PM","November 22, 2020 at 10:06PM",https://medium.com/better-programming/how-to-get-data-from-telegram-82af55268a4b?source=ifttt--------------2,https://medium.com/better-programming/how-to-get-data-from-telegram-82af55268a4b?source=ifttt--------------2,How to Get Data From Telegram Using Python,How to Get Data From Telegram Using Python
"November 23, 2020 at 10:25AM","November 23, 2020 at 10:25AM",https://medium.com/@chrismoranuk/golden-rules-what-makes-a-good-metric-a96045d7ab24?source=ifttt--------------2,https://medium.com/@chrismoranuk/golden-rules-what-makes-a-good-metric-a96045d7ab24?source=ifttt--------------2,What Makes a Good Metric?,What Makes a Good Metric?
"December 1, 2020 at 06:05AM","December 1, 2020 at 06:05AM",https://towardsdatascience.com/how-to-build-and-deploy-your-dashboard-with-python-google-sheet-and-vue-js-c34140c1afc8?source=ifttt--------------2,https://towardsdatascience.com/how-to-build-and-deploy-your-dashboard-with-python-google-sheet-and-vue-js-c34140c1afc8?source=ifttt--------------2,"How To Build And Deploy Your Dashboard With Python, Google Sheets, and Vue.js","How To Build And Deploy Your Dashboard With Python, Google Sheets, and Vue.js"
"December 1, 2020 at 06:28AM","December 1, 2020 at 06:28AM",https://chatbotslife.com/my-pain-points-writing-a-telegram-bot-in-python-4c81920f3eab?source=ifttt--------------2,https://chatbotslife.com/my-pain-points-writing-a-telegram-bot-in-python-4c81920f3eab?source=ifttt--------------2,My Pain Points writing a Telegram Bot (in Python),My Pain Points writing a Telegram Bot (in Python)
"December 1, 2020 at 07:13PM","December 1, 2020 at 07:13PM",https://medium.com/better-programming/automate-a-telegram-bot-to-send-daily-messages-in-less-than-40-lines-of-python-code-e81858d15854?source=ifttt--------------2,https://medium.com/better-programming/automate-a-telegram-bot-to-send-daily-messages-in-less-than-40-lines-of-python-code-e81858d15854?source=ifttt--------------2,Automate a Telegram Bot to Send Daily Messages in Fewer Than 40 Lines of Python Code,Automate a Telegram Bot to Send Daily Messages in Fewer Than 40 Lines of Python Code
"December 1, 2020 at 07:15PM","December 1, 2020 at 07:15PM",https://towardsdatascience.com/develop-and-sell-a-python-api-from-start-to-end-tutorial-9a038e433966?source=ifttt--------------2,https://towardsdatascience.com/develop-and-sell-a-python-api-from-start-to-end-tutorial-9a038e433966?source=ifttt--------------2,Develop and sell a Python API -- from start to end tutorial,Develop and sell a Python API -- from start to end tutorial
"December 3, 2020 at 05:57AM","December 3, 2020 at 05:57AM",https://towardsdatascience.com/the-easiest-way-to-run-python-in-google-cloud-illustrated-d307c9e1651c?source=ifttt--------------2,https://towardsdatascience.com/the-easiest-way-to-run-python-in-google-cloud-illustrated-d307c9e1651c?source=ifttt--------------2,The Easiest Way to Run Python In Google Cloud (Illustrated),The Easiest Way to Run Python In Google Cloud (Illustrated)
"December 3, 2020 at 02:43PM","December 3, 2020 at 02:43PM",https://medium.com/swlh/customer-journey-analytics-going-beyond-session-or-user-based-statistics-d312b0d70b81?source=ifttt--------------2,https://medium.com/swlh/customer-journey-analytics-going-beyond-session-or-user-based-statistics-d312b0d70b81?source=ifttt--------------2,Customer Journey Analytics: Going Beyond Session or User-Based Statistics,Customer Journey Analytics: Going Beyond Session or User-Based Statistics
"December 4, 2020 at 09:24PM","December 4, 2020 at 09:24PM",https://blog.pragmatists.com/5-metrics-that-will-improve-when-your-team-adopts-tdd-acd8f447e21b?source=ifttt--------------2,https://blog.pragmatists.com/5-metrics-that-will-improve-when-your-team-adopts-tdd-acd8f447e21b?source=ifttt--------------2,5 metrics that will improve when your team adopts TDD,5 metrics that will improve when your team adopts TDD
"December 4, 2020 at 09:25PM","December 4, 2020 at 09:25PM",https://medium.com/@VivekGanesan/minimum-viable-metrics-for-tdd-and-bdd-edad641e4770?source=ifttt--------------2,https://medium.com/@VivekGanesan/minimum-viable-metrics-for-tdd-and-bdd-edad641e4770?source=ifttt--------------2,Minimum Viable Metrics for TDD and BDD,Minimum Viable Metrics for TDD and BDD
"December 7, 2020 at 12:22PM","December 7, 2020 at 12:22PM",https://towardsdatascience.com/the-simplest-tutorial-for-python-decorator-dadbf8f20b0f?source=ifttt--------------2,https://towardsdatascience.com/the-simplest-tutorial-for-python-decorator-dadbf8f20b0f?source=ifttt--------------2,The Simplest Tutorial for Python Decorator,The Simplest Tutorial for Python Decorator
"December 18, 2020 at 10:59PM","December 18, 2020 at 10:59PM",https://medium.com/swlh/telegram-bot-with-python-for-todoist-89d6cb13a04?source=ifttt--------------2,https://medium.com/swlh/telegram-bot-with-python-for-todoist-89d6cb13a04?source=ifttt--------------2,Telegram Bot With Python for Todoist,Telegram Bot With Python for Todoist
"December 20, 2020 at 11:09PM","December 20, 2020 at 11:09PM",https://medium.com/analytics-vidhya/mit-released-a-new-free-data-analysis-course-fb03d77e0f29?source=ifttt--------------2,https://medium.com/analytics-vidhya/mit-released-a-new-free-data-analysis-course-fb03d77e0f29?source=ifttt--------------2,"MIT Released a New, Free Data Analysis Course","MIT Released a New, Free Data Analysis Course"
"December 25, 2020 at 09:04AM","December 25, 2020 at 09:04AM",https://towardsdatascience.com/many-python-programmers-cannot-solve-this-puzzle-c5950841d14d?source=ifttt--------------2,https://towardsdatascience.com/many-python-programmers-cannot-solve-this-puzzle-c5950841d14d?source=ifttt--------------2,Many Python programmers cannot solve this puzzle,Many Python programmers cannot solve this puzzle
"December 26, 2020 at 10:56AM","December 26, 2020 at 10:56AM",https://medium.com/python-in-plain-english/abandoning-flask-for-fastapi-20105948b062?source=ifttt--------------2,https://medium.com/python-in-plain-english/abandoning-flask-for-fastapi-20105948b062?source=ifttt--------------2,Abandoning Flask for FastAPI,Abandoning Flask for FastAPI
"December 30, 2020 at 07:08AM","December 30, 2020 at 07:08AM",https://towardsdatascience.com/how-to-create-dashboard-for-free-with-google-sheets-and-chart-js-8c319ab8809b?source=ifttt--------------2,https://towardsdatascience.com/how-to-create-dashboard-for-free-with-google-sheets-and-chart-js-8c319ab8809b?source=ifttt--------------2,How to create dashboard for free with Google Sheets and Chart.js,How to create dashboard for free with Google Sheets and Chart.js
"December 30, 2020 at 07:22AM","December 30, 2020 at 07:22AM",https://medium.com/the-post-grad-survival-guide/how-much-i-earn-as-a-small-youtuber-with-7-231-subscribers-11bb7eac6e66?source=ifttt--------------2,https://medium.com/the-post-grad-survival-guide/how-much-i-earn-as-a-small-youtuber-with-7-231-subscribers-11bb7eac6e66?source=ifttt--------------2,"How Much I Earn As a Small YouTuber with 7,231 Subscribers","How Much I Earn As a Small YouTuber with 7,231 Subscribers"
"December 30, 2020 at 07:27AM","December 30, 2020 at 07:27AM",https://medium.com/python-in-plain-english/logging-with-python-3dff1057fcbd?source=ifttt--------------2,https://medium.com/python-in-plain-english/logging-with-python-3dff1057fcbd?source=ifttt--------------2,Better ways of Logging with Python,Better ways of Logging with Python
"January 3, 2021 at 07:40AM","January 3, 2021 at 07:40AM",https://medium.com/fast-company/the-dark-reality-behind-slacks-billion-dollar-sale-to-salesforce-184b563ec8c4?source=ifttt--------------2,https://medium.com/fast-company/the-dark-reality-behind-slacks-billion-dollar-sale-to-salesforce-184b563ec8c4?source=ifttt--------------2,The Dark Reality Behind Slack's Billion-Dollar Sale to Salesforce,The Dark Reality Behind Slack's Billion-Dollar Sale to Salesforce
"January 19, 2021 at 08:25PM","January 19, 2021 at 08:25PM",https://brasil.uxdesign.cc/podcasts-ux-81f2b92593bd?source=ifttt--------------2,https://brasil.uxdesign.cc/podcasts-ux-81f2b92593bd?source=ifttt--------------2,"Listao de podcasts sobre UX/UI, Design e outros assuntos que nos interessam","Listao de podcasts sobre UX/UI, Design e outros assuntos que nos interessam"
"January 29, 2021 at 01:52PM","January 29, 2021 at 01:52PM",https://medium.com/@ThatShelbs/five-unusual-alternatives-to-pie-charts-389cc4676974?source=ifttt--------------2,https://medium.com/@ThatShelbs/five-unusual-alternatives-to-pie-charts-389cc4676974?source=ifttt--------------2,5 Unusual Alternatives to Pie Charts,5 Unusual Alternatives to Pie Charts
